id,default_date,Opening PD12,Opening PDLT
57364554,,0.083668543845535,0.100402252614642
20760587,2018-02-06 00:00:00,0.25,0.3
7697788,,0.09734081483288606,0.11680897779946327
6838375,,0.037897310513447434,0.04547677261613692
8014758,,0.02068194522079374,0.024818334264952488
12766185,,0.0673076923076923,0.08076923076923076
14609180,,0.07399577167019028,0.08879492600422834
11975449,,0.10084033613445378,0.12100840336134454
18334608,,0.137546468401487,0.16505576208178438
12636501,,0.07357449417535254,0.08828939301042305
10144622,,0.13239308462238397,0.15887170154686076
65796082,,0.06836827711941659,0.0820419325432999
27922049,,0.0,0.0
65835378,,0.030027932960893854,0.03603351955307262
65484032,,0.05179958917567205,0.06215950701080646
31247315,,0.14103653355989804,0.16924384027187764
44065352,,0.0509433962264151,0.06113207547169811
56684378,,0.12593984962406016,0.1511278195488722
46843716,,0.07465753424657534,0.0895890410958904
21561123,,0.06906392694063927,0.08287671232876713
55920445,,0.11814345991561181,0.14177215189873418
10647136,,0.04696013145377497,0.056352157744529965
6575772,,0.11320754716981132,0.13584905660377358
51005647,,0.07575757575757576,0.09090909090909091
11744664,,0.038636363636363635,0.046363636363636364
53101829,,0.040993071593533485,0.04919168591224018
1244437,2014-03-02 00:00:00,0.09818481848184818,0.11782178217821782
63438370,,0.05989110707803993,0.07186932849364791
17713638,,0.058091286307053944,0.06970954356846473
445007,,0.07823470411233702,0.09388164493480441
16150819,,0.01486988847583643,0.017843866171003715
61501465,,0.039184111647879764,0.047020933977455714
1434826,,0.07094839176750439,0.08513807012100527
40227415,,0.12089810017271158,0.14507772020725387
59092343,,0.1063468992248062,0.12761627906976744
5334982,,0.10465724751439037,0.12558869701726844
40257230,,0.07823470411233702,0.09388164493480441
44419256,,0.07094839176750439,0.08513807012100527
17963863,,0.025604551920341393,0.03072546230440967
32158797,,0.14609571788413098,0.17531486146095718
44096069,,0.06612903225806452,0.07935483870967742
40551796,,0.0274079874706343,0.03288958496476116
63418663,,0.03925197233856044,0.04710236680627253
57832335,,0.033236994219653176,0.03988439306358381
61258203,,0.023922812582606395,0.02870737509912767
820510,,0.03925197233856044,0.04710236680627253
43720082,,0.07442424242424242,0.08930909090909091
62934579,,0.18333333333333332,0.21999999999999997
27630920,,0.030398535990239936,0.03647824318828792
28743305,,0.13528591352859135,0.16234309623430962
24725900,,0.07938931297709924,0.09526717557251908
45764142,,0.06046776953793497,0.07256132344552196
41052842,,0.02735229759299781,0.03282275711159737
4565980,,0.07452471482889733,0.08942965779467679
48605129,,0.12869924294562973,0.15443909153475568
63289034,,0.08022021234762092,0.0962642548171451
16491451,,0.05792903692976104,0.06951484431571325
26378461,,0.08668730650154799,0.10402476780185758
60971723,,0.030398535990239936,0.03647824318828792
2836637,2014-04-22 00:00:00,0.09717186366932559,0.1166062364031907
1356578,,0.06491885143570537,0.07790262172284644
1421272,,0.042515500442869794,0.051018600531443754
8146551,,0.05998588567395907,0.07198306280875089
47837201,,0.15714285714285714,0.18857142857142856
57722344,,0.1162109375,0.13945312499999998
542592,2011-07-03 00:00:00,0.13522012578616352,0.16226415094339622
22642487,,0.06764705882352941,0.08117647058823528
12938608,,0.03806228373702422,0.045674740484429065
3625783,,0.04241071428571429,0.05089285714285714
63661236,,0.07485604606525911,0.08982725527831094
24485112,,0.1524822695035461,0.1829787234042553
9826830,,0.008896797153024912,0.010676156583629894
35471170,,0.07741935483870968,0.09290322580645162
624074,,0.10656934306569343,0.12788321167883213
32058330,,0.083668543845535,0.100402252614642
57650164,,0.08726003490401396,0.10471204188481675
51938570,,0.09594882729211088,0.11513859275053305
58480307,,0.023922812582606395,0.02870737509912767
690026,,0.018028846153846152,0.02163461538461538
21051011,,0.07178841309823678,0.08614609571788413
66582060,,0.05234159779614325,0.0628099173553719
56592254,,0.1076923076923077,0.12923076923076923
21029714,,0.06897217928902627,0.08276661514683152
61528856,,0.10465724751439037,0.12558869701726844
34904682,,0.027823240589198037,0.03338788870703764
15730196,,0.06755126658624849,0.08106151990349819
64260975,,0.08341749141587558,0.1001009896990507
66540386,,0.1162109375,0.13945312499999998
65413305,,0.015873015873015872,0.019047619047619046
60575482,,0.017130620985010708,0.020556745182012847
68354783,,0.02040816326530612,0.024489795918367346
32839789,,0.1448019801980198,0.17376237623762375
1520234,,0.057704112952731736,0.06924493554327808
54423450,,0.06764705882352941,0.08117647058823528
8535606,,0.1063468992248062,0.12761627906976744
58481262,,0.10289172831203766,0.12347007397444519
5794343,,0.02737047898338221,0.03284457478005865
55248784,,0.05704341100261046,0.06845209320313256
12697438,,0.053588516746411484,0.06430622009569378
66066410,,0.032489936745255896,0.038987924094307076
7616085,,0.07938931297709924,0.09526717557251908
10586835,2015-02-25 00:00:00,0.21052631578947367,0.2526315789473684
63447773,,0.1063468992248062,0.12761627906976744
20628920,,0.02476780185758514,0.02972136222910217
62335496,,0.02068194522079374,0.024818334264952488
59859221,,0.07129455909943715,0.08555347091932457
3373383,,0.058823529411764705,0.07058823529411765
1264437,,0.028469750889679714,0.034163701067615654
20069817,,0.08818493150684932,0.10582191780821919
59582183,,0.10596026490066225,0.1271523178807947
29655384,,0.04840639617099968,0.05808767540519961
7005164,,0.07442424242424242,0.08930909090909091
40960775,,0.07094839176750439,0.08513807012100527
43379253,,0.12139917695473251,0.145679012345679
3632779,2014-08-15 00:00:00,0.11024643320363164,0.13229571984435798
475072,,0.030303030303030304,0.03636363636363636
38852249,,0.01020408163265306,0.012244897959183673
65804558,,0.06281407035175879,0.07537688442211055
59082836,,0.03656597774244833,0.043879173290937996
4275634,,0.08303249097472924,0.09963898916967509
3155222,,0.06844489179667841,0.08213387015601409
42443844,,0.09447674418604651,0.11337209302325581
5036924,2014-11-12 00:00:00,0.02935290193462308,0.0352234823215477
2085333,,0.09447674418604651,0.11337209302325581
22392213,2017-01-10 00:00:00,0.07575757575757576,0.09090909090909091
36301580,,0.07129455909943715,0.08555347091932457
16080883,,0.07452471482889733,0.08942965779467679
14127717,,0.12685337726523888,0.15222405271828665
12965884,,0.057704112952731736,0.06924493554327808
3237908,,0.05179958917567205,0.06215950701080646
16341601,,0.058928926936093966,0.07071471232331275
30575525,,0.04696013145377497,0.056352157744529965
63187304,,0.06860959319975714,0.08233151183970856
66450582,,0.0636604774535809,0.07639257294429708
58573955,,0.1063468992248062,0.12761627906976744
2375449,,0.041374920432845325,0.04964990451941439
15270086,,0.05179958917567205,0.06215950701080646
16042076,,0.04918839153959666,0.05902606984751599
24036062,2015-08-28 00:00:00,0.06666666666666667,0.08
46810863,,0.13528591352859135,0.16234309623430962
62032977,,0.030027932960893854,0.03603351955307262
27089865,,0.021158129175946547,0.025389755011135856
5619469,,0.05474452554744526,0.06569343065693431
31607923,2017-03-18 00:00:00,0.16370106761565836,0.19644128113879003
4776841,2013-05-29 00:00:00,0.23322683706070288,0.27987220447284344
33260410,,0.14285714285714285,0.1714285714285714
25506793,,0.0296794618124258,0.03561535417491096
22393815,2015-08-25 00:00:00,0.23648648648648649,0.28378378378378377
49944835,,0.021645021645021644,0.025974025974025972
1655164,,0.07660455486542443,0.09192546583850932
16872764,,0.09606986899563319,0.11528384279475982
55300323,,0.030413625304136254,0.0364963503649635
46722146,,0.02068194522079374,0.024818334264952488
12396705,,0.08870967741935484,0.10645161290322581
12438026,,0.08214757224585595,0.09857708669502714
11624723,2015-11-07 00:00:00,0.2261904761904762,0.2714285714285714
20349492,,0.05211480362537765,0.06253776435045318
5042609,,0.0636604774535809,0.07639257294429708
62389496,,0.02984201287302516,0.03581041544763019
42374459,,0.15625,0.1875
