id,PD12,PDLT,EAD,LGD,Stage,Previous PD12,Previous PDLT,Previous EAD,Previous LGD,Previous Stage,Reporting Date,DaysPastDue,Months Since Inception
516560,0.04157824849136517,0.0498938981896382,15867.140319354829,0.6,2,0.0394506258025272,0.04734075096303264,15599.146750212176,0.81,2,2014-01-01,,44
518413,0.004236443125784458,0.005083731750941349,5553.499111774191,0.6,1,0.004244582306570332,0.005093498767884398,5459.701362574263,0.81,1,2014-01-01,,44
516805,0.030305605373329443,0.03636672644799533,3966.785079838707,0.6,2,0.022881519542575255,0.027457823451090307,3899.786687553044,0.81,2,2014-01-01,,44
516742,0.009029538384315344,0.010835446061178412,3966.785079838707,0.6,2,0.009609304439023142,0.01153116532682777,3899.786687553044,0.81,2,2014-01-01,,44
520534,0.04716191978986109,0.05659430374783331,7140.213143709673,0.6,2,0.040396141896473475,0.04847537027576817,7019.61603759548,0.81,2,2014-01-01,,44
535847,0.0061951810170794005,0.00743421722049528,3971.218487674819,0.6,2,0.00702861541662771,0.008434338499953252,3904.1452158100033,0.81,2,2014-01-01,,43
531642,0.4096966751409096,0.49163601016909153,19856.092438374097,0.6,2,0.3457735741466141,0.41492828897593687,19520.72607905002,0.81,2,2014-01-01,,43
536584,0.20527014551673867,0.24632417462008638,2859.2773111258716,0.6,2,0.2712648415479626,0.32551780985755513,2810.984555383204,0.81,2,2014-01-01,,43
523516,0.004457251457143198,0.005348701748571837,5559.70588274475,0.6,2,0.004269864539034698,0.0051238374468416375,5465.803302134008,0.81,2,2014-01-01,,43
513036,0.021946622590811676,0.026335947108974012,15302.632801010293,0.6,2,0.017044623856482036,0.020453548627778442,15044.173677369738,0.81,2,2014-01-01,,42
554515,0.14508029637082895,0.17409635564499473,8015.664800529197,0.6,2,0.1487902830061174,0.17854833960734087,7880.281450050811,0.81,2,2014-01-01,,42
542243,0.18771064395368062,0.22525277274441674,14573.936000962185,0.6,3,0.19871513557822854,0.23845816269387424,14327.784454637846,0.81,3,2014-01-01,636,42
544681,0.07348936355796029,0.08818723626955234,8015.664800529197,0.6,2,0.06512962406344078,0.07815554887612892,7880.281450050811,0.81,2,2014-01-01,,42
544896,0.01265673901144718,0.015188086813736616,10493.23392069277,0.6,3,0.015794839045674816,0.01895380685480978,10316.004807339246,0.81,3,2014-01-01,272,42
549214,0.043179968028620896,0.05181596163434508,3643.4840002405463,0.6,2,0.03409699399191721,0.04091639279030065,3581.9461136594614,0.81,2,2014-01-01,,42
