id,PD12,PDLT,EAD,LGD,Stage,Previous PD12,Previous PDLT,Previous EAD,Previous LGD,Previous Stage,Reporting Date,DaysPastDue,Months Since Inception
516560,0.025131975206950423,0.030158370248340505,15778.875003392923,0.7,2,0.029068586669806194,0.034882304003767434,15145.124997471577,0.8,2,2013-11-01,,42
518413,0.0038658910049816984,0.004639069205978038,5522.606251187524,0.7,1,0.004514886585077479,0.005417863902092974,5300.793749115053,0.8,1,2013-11-01,,42
516805,0.021793440000901828,0.026152128001082194,3944.7187508482307,0.7,2,0.018291200208282888,0.021949440249939466,3786.2812493678944,0.8,2,2013-11-01,,42
516742,0.009421404011303291,0.011305684813563949,3944.7187508482307,0.7,2,0.007641479901845375,0.009169775882214449,3786.2812493678944,0.8,2,2013-11-01,,42
520534,0.03749880841541607,0.04499857009849929,7100.493751526816,0.7,2,0.04313848002713993,0.05176617603256791,6815.30624886221,0.8,2,2013-11-01,,42
535847,0.005890044567801835,0.007068053481362201,3949.1274966384053,0.7,2,0.004080256115036011,0.004896307338043213,3790.5129202607754,0.8,2,2013-11-01,,41
531642,0.26844378714071904,0.3221325445688628,19745.63748319203,0.7,2,0.3655474329899098,0.43865691958789177,18952.56460130388,0.8,2,2013-11-01,,41
536584,0.20092928156343398,0.24111513787612077,2843.371797579654,0.7,2,0.19057031594768978,0.22868437913722772,2729.1693025877603,0.8,2,2013-11-01,,41
523516,0.0057425354593226745,0.00689104255118721,5528.778495293771,0.7,2,0.005962209573098233,0.00715465148771788,5306.718088365089,0.8,2,2013-11-01,,41
513036,0.01491450286015857,0.017897403432190283,15217.5077128063,0.7,2,0.022339650794346685,0.02680758095321602,14606.304721400045,0.8,2,2013-11-01,,40
554515,0.12879812737914692,0.1545577528549763,7971.07546861282,0.7,2,0.11268017975910617,0.1352162157109274,7650.921520733354,0.8,2,2013-11-01,,40
542243,0.20780349477859864,0.24936419373431834,14492.864488386953,0.7,3,0.1905989372912725,0.22871872474952698,13910.766401333378,0.8,3,2013-11-01,575,40
544681,0.06964775696490405,0.08357730835788486,7971.07546861282,0.7,2,0.061973243969928066,0.07436789276391367,7650.921520733354,0.8,2,2013-11-01,,40
544896,0.02208803081312459,0.026505636975749508,10434.862431638605,0.7,3,0.023021948670859955,0.027626338405031946,10015.75180896003,0.8,3,2013-11-01,211,40
549214,0.04374492481879505,0.05249390978255406,3623.216122096738,0.7,2,0.05111673614754884,0.0613400833770586,3477.6916003333445,0.8,2,2013-11-01,,40
531759,0.1156702250921004,0.13880427011052046,13043.578039548262,0.7,2,0.16710174701677755,0.20052209642013305,12519.689761200043,0.8,2,2013-11-01,,40
544400,0.1608606363717914,0.19303276364614969,11956.613202919234,0.7,3,0.17338078316230454,0.20805693979476544,11476.382281100034,0.8,3,2013-11-01,659,40
541781,0.0018048650140035797,0.0021658380168042956,13768.221263967607,0.7,3,0.002213025266859373,0.0026556303202312477,13215.22808126671,0.8,3,2013-11-01,71,40
542592,0.01530707518067673,0.018368490216812076,7060.807647448559,0.7,3,0.012949518442699672,0.015539422131239607,6777.214115753948,0.8,3,2013-11-01,852,39
561640,0.02033435857380931,0.02440123028857117,8472.96917693827,0.7,2,0.01864895691546052,0.022378748298552624,8132.656938904737,0.8,2,2013-11-01,,39
559241,0.031341900861544134,0.03761028103385296,6354.726882703702,0.7,1,0.021507011610323548,0.025808413932388256,6099.492704178553,0.8,1,2013-11-01,,39
552991,0.029257818574894238,0.035109382289873085,17652.019118621396,0.7,2,0.0269643437605291,0.03235721251263492,16943.03528938487,0.8,2,2013-11-01,,39
568181,0.08502561672287341,0.1020307400674481,3389.187670775309,0.7,2,0.09040021574458248,0.10848025889349898,3253.0627755618957,0.8,2,2013-11-01,,39
563157,0.29485016529479935,0.3538201983537592,13715.618855168823,0.7,2,0.23598064691742254,0.28317677630090704,13164.738419852041,0.8,2,2013-11-01,,39
557635,0.14548947964110995,0.17458737556933193,17122.458545062756,0.7,2,0.18719232451872841,0.22463078942247408,16434.744230703327,0.8,2,2013-11-01,,39
569318,0.09992541536042018,0.11991049843250422,2824.323058979423,0.7,3,0.18423002893578327,0.22107603472293993,2710.8856463015786,0.8,3,2013-11-01,124,39
577967,0.005578073777824233,0.00669368853338908,11790.213829860642,0.7,2,0.008420091581846418,0.010104109898215701,11316.666249131255,0.8,2,2013-11-01,,38
584789,0.9,0.9,1351.3139060012193,0.7,3,0.783381833674141,0.9,1297.0391116482808,0.8,3,2013-11-01,,38
575602,0.016957519932509577,0.020349023919011493,10134.85429500914,0.7,2,0.020561472117048934,0.02467376654045872,9727.793337362102,0.8,2,2013-11-01,,38
584376,0.0036228380269019895,0.004347405632282387,2432.3650308021934,0.7,2,0.004891264069685417,0.005869516883622501,2334.6704009669043,0.8,2,2013-11-01,,38
570915,0.03761105849643258,0.04513327019571909,3378.2847650030476,0.7,2,0.031038365692354387,0.037246038830825265,3242.597779120702,0.8,2,2013-11-01,,38
572521,0.0324531506209115,0.0389437807450938,10810.511248009754,0.7,2,0.04924592632131578,0.05909511158557894,10376.312893186247,0.8,2,2013-11-01,,38
584180,0.03190419126588031,0.03828502951905637,10810.511248009754,0.7,2,0.024726126032163166,0.029671351238595798,10376.312893186247,0.8,2,2013-11-01,,38
579641,0.0154613321194966,0.01855359854339592,5405.255624004877,0.7,2,0.016834887126877765,0.020201864552253316,5188.156446593123,0.8,2,2013-11-01,,38
572908,0.0737585426820279,0.08851025121843348,10134.85429500914,0.7,2,0.08709432232101871,0.10451318678522245,9727.793337362102,0.8,2,2013-11-01,,38
585521,0.21967499235545584,0.263609990826547,2026.9708590018286,0.7,2,0.24601591818661475,0.2952191018239377,1945.5586674724211,0.8,2,2013-11-01,,38
579737,0.31517999529399904,0.37821599435279885,2702.6278120024385,0.7,2,0.43772050582463434,0.5252646069895612,2594.0782232965616,0.8,2,2013-11-01,,38
581244,0.23686098929987476,0.2842331871598497,9797.02581850884,0.7,2,0.17252088925789286,0.2070250671094714,9403.533559450038,0.8,2,2013-11-01,,38
597358,0.00555001167851901,0.006660014014222812,11574.185423547611,0.7,2,0.004678531346677576,0.0056142376160130915,11109.314507266774,0.8,2,2013-11-01,,37
526872,0.018188376237548178,0.021826051485057812,8439.510204670132,0.7,2,0.022017062588141224,0.02642047510576947,8100.541828215355,0.8,2,2013-11-01,,37
590382,0.010472075253626839,0.012566490304352206,7233.865889717258,0.7,2,0.011851474628145026,0.01422176955377403,6943.321567041735,0.8,2,2013-11-01,,37
594520,0.002119252462764095,0.002543102955316914,2411.288629905753,0.7,2,0.0023174053384460037,0.0027808864061352042,2314.4405223472454,0.8,2,2013-11-01,,37
600714,0.013643051001242959,0.01637166120149155,10334.094128167513,0.7,2,0.012507927077464462,0.015009512492957355,9919.030810059623,0.8,2,2013-11-01,,37
589559,0.03267719868357235,0.03921263842028682,14639.966681570642,0.7,2,0.03242414733077943,0.038908976796935314,14051.960314251131,0.8,2,2013-11-01,,37
590335,0.11535735004284607,0.13842882005141527,8267.275302534006,0.7,2,0.11022539546201343,0.13227047455441612,7935.224648047695,0.8,2,2013-11-01,,37
592131,0.03807927979323597,0.045695135751883165,13778.792170890007,0.7,2,0.04453460797298296,0.053441529567579554,13225.374413412821,0.8,2,2013-11-01,,37
603159,0.03186887668115823,0.038242652017389876,5373.728946647107,0.7,2,0.02454379978880035,0.029452559746560417,5157.896021231004,0.8,2,2013-11-01,,37
614596,0.06066230142175148,0.07279476170610177,7223.791138023213,0.7,3,0.07220416184146213,0.08664499420975455,6933.651462316779,0.8,3,2013-11-01,984,36
613479,0.17754394592208433,0.2130527351065012,5779.032910418571,0.7,2,0.2151599352351189,0.25819192228214266,5546.921169853424,0.8,2,2013-11-01,,36
609897,0.30509057003523954,0.3661086840422874,18059.47784505803,0.7,2,0.26196386179124975,0.3143566341494997,17334.128655791945,0.8,2,2013-11-01,,36
614662,0.014174256749340758,0.017009108099208907,2889.5164552092856,0.7,2,0.014445017427687166,0.0173340209132246,2773.460584926712,0.8,2,2013-11-01,,36
619737,0.033338349296069374,0.04000601915528325,10113.3075932325,0.7,2,0.028951544777152425,0.03474185373258291,9707.112047243492,0.8,2,2013-11-01,,36
606512,0.10335159937186919,0.12402191924624302,5995.746644559267,0.7,2,0.1496155194426925,0.179538623331231,5754.930713722927,0.8,2,2013-11-01,,36
619086,0.09249239175267045,0.11099087010320453,2889.5164552092856,0.7,3,0.06541748658785787,0.07850098390542944,2773.460584926712,0.8,3,2013-11-01,928,36
620944,0.008021001369581882,0.009625201643498258,3467.4197462511456,0.7,2,0.011020379008982492,0.013224454810778991,3328.152701912057,0.8,2,2013-11-01,,36
609638,0.05681515309014419,0.06817818370817302,15892.340503651069,0.7,2,0.05610303607695913,0.06732364329235095,15254.033217096914,0.8,2,2013-11-01,,36
618625,0.003713334133798617,0.00445600096055834,7910.051296135414,0.7,1,0.0038472442703084203,0.004616693124370104,7592.348351236869,0.8,1,2013-11-01,,36
619503,0.023149077816152955,0.027778893379383544,5056.65379661625,0.7,2,0.02193676124025221,0.02632411348830265,4853.556023621746,0.8,2,2013-11-01,,36
616949,0.021455029398572346,0.025746035278286814,1444.7582276046428,0.7,2,0.017849725853167863,0.021419671023801434,1386.730292463356,0.8,2,2013-11-01,,36
616882,0.0016496010426193869,0.0019795212511432643,975.2118036331334,0.7,1,0.0018554310315756276,0.002226517237890753,936.0429474127649,0.8,1,2013-11-01,,36
603736,0.025307783932157445,0.030369340718588933,17517.69350970629,0.7,2,0.03187791556455806,0.03825349867746967,16814.104796118187,0.8,2,2013-11-01,,36
619065,0.04307854479891392,0.0516942537586967,8668.549365627854,0.7,2,0.037093102320408834,0.0445117227844906,8320.381754780134,0.8,2,2013-11-01,,36
