id,PD12,PDLT,EAD,LGD,Stage,Previous PD12,Previous PDLT,Previous EAD,Previous LGD,Previous Stage,Reporting Date,DaysPastDue,Months Since Inception
83979,0.026554240948454814,0.03186508913814578,3749.9079976562793,0.8,2,0.020860207717234465,0.025032249260681358,4006.812568686016,0.8,2,2010-04-01,,34
122404,0.31716787634344584,0.380601451612135,15344.681178212284,0.8,2,0.3136634212885336,0.3763961055462403,16395.93863256598,0.8,2,2010-04-01,,32
115602,0.35276639750645067,0.4233196770077408,30087.610153357415,0.8,3,0.319655156512586,0.38358618781510323,32148.89927954113,0.8,3,2010-04-01,806,32
117794,0.010873699878629342,0.01304843985435521,9026.283046007222,0.8,1,0.014958201104191382,0.017949841325029657,9644.669783862337,0.8,1,2010-04-01,,32
118533,0.037856125011129164,0.045427350013354996,3008.761015335741,0.8,3,0.041958162267802177,0.05034979472136261,3214.8899279541124,0.8,3,2010-04-01,386,32
121673,0.014996804139085726,0.017996164966902872,5415.769827604334,0.8,1,0.01550133064167962,0.018601596770015542,5786.801870317403,0.8,1,2010-04-01,,32
128158,0.23174823264722264,0.2780978791766672,15319.518287173247,0.8,2,0.2242266140592891,0.2690719368711469,16369.051842772014,0.8,2,2010-04-01,,31
140730,0.15111625608237794,0.18133950729885354,13652.398633824057,0.8,3,0.19972971639350676,0.2396756596722081,14587.718544803649,0.8,3,2010-04-01,745,30
154286,0.10963305692197102,0.13155966830636523,16904.90542421499,0.8,2,0.1707488122363305,0.2048985746835966,18063.053165178393,0.8,2,2010-04-01,,29
165216,0.16174958502512862,0.19409950203015433,2028.5886509057993,0.8,3,0.29298576531880205,0.35158291838256245,2167.5663798214077,0.8,3,2010-04-01,546,29
155218,0.026495724094930173,0.031794868913916204,10931.83884099236,0.8,2,0.03807740440748977,0.045692885288987725,11680.774380148694,0.8,2,2010-04-01,,29
170990,0.044756191013461566,0.05370742921615388,16616.733372288487,0.8,2,0.04840857176561423,0.058090286118737074,17755.138570920397,0.8,2,2010-04-01,,28
185684,0.018860724960009036,0.02263286995201084,23211.49942941549,0.8,2,0.0179379928572996,0.021525591428759518,24801.70919125444,0.8,2,2010-04-01,,28
