id,PD12,PDLT,EAD,LGD,Stage,Previous PD12,Previous PDLT,Previous EAD,Previous LGD,Previous Stage,Reporting Date,DaysPastDue,Months Since Inception
516560,0.13348044628219977,0.16017653553863972,15770.54791740642,0.8,2,0.13089332373343057,0.1570719884801167,15165.465958371453,0.7,2,2014-10-01,,53
518413,0.003373925296528817,0.00404871035583458,5519.691771092248,0.8,1,0.002153431603140114,0.002584117923768137,5307.913085430009,0.7,1,2014-10-01,,53
516805,0.017213082657364424,0.02065569918883731,3942.636979351605,0.8,2,0.022154628965030617,0.02658555475803674,3791.366489592863,0.7,2,2014-10-01,,53
516742,0.004668172243932728,0.005601806692719273,3942.636979351605,0.8,2,0.00495928155716406,0.005951137868596872,3791.366489592863,0.7,2,2014-10-01,,53
520534,0.02234486859273486,0.026813842311281835,7096.746562832889,0.8,2,0.025451517809346156,0.030541821371215385,6824.459681267153,0.7,2,2014-10-01,,53
535847,0.011550053193194437,0.013860063831833325,3947.0433984863444,0.8,2,0.009799878642467577,0.011759854370961092,3795.6038439153754,0.7,2,2014-10-01,,52
531642,0.16057071415706212,0.19268485698847454,19735.216992431724,0.8,2,0.18995783682022183,0.22794940418426618,18978.01921957688,0.7,2,2014-10-01,,52
536584,0.17526890746979423,0.21032268896375308,2841.8712469101697,0.8,2,0.1642634248106954,0.19711610977283447,2732.834767619072,0.7,2,2014-10-01,,52
523516,0.002459930504071321,0.0029519166048855854,5525.860757880886,0.8,2,0.0018287324734858768,0.002194478968183052,5313.845381481529,0.7,2,2014-10-01,,52
513036,0.017703954957879065,0.021244745949454878,15209.47688074777,0.8,2,0.0145787060943804,0.01749444731325648,14625.922009027536,0.7,2,2014-10-01,,51
554515,0.11366341749206313,0.13639610099047575,7966.868842296447,0.8,2,0.1604937722197936,0.19259252666375232,7661.197242823943,0.7,2,2014-10-01,,51
542243,0.3013322755437947,0.36159873065255366,14485.216076902641,0.8,3,0.2393952893649161,0.2872743472378993,13929.44953240718,0.7,3,2014-10-01,909,51
544681,0.07638543245653472,0.09166251894784165,7966.868842296447,0.8,2,0.06937656460603449,0.08325187752724138,7661.197242823943,0.7,2,2014-10-01,,51
544896,0.009350662270101664,0.011220794724121996,10429.355575369898,0.8,3,0.009766273239590367,0.01171952788750844,10029.203663333166,0.7,3,2014-10-01,545,51
